userId,rating,movieId
1011627,5.0,4227
200427,5.0,2577
2600739,2.0,3128
2441772,3.0,1744
1418477,4.0,313
636262,1.0,2366
29815,5.0,2290
2000004,4.0,2139
2441772,5.0,3962
2040853,2.0,2460
78404,2.0,445
1020476,5.0,290
1988633,2.0,2037
465717,1.0,1803
285174,4.0,4089
840737,3.0,1532
2333850,4.0,337
2057604,3.0,580
1569593,3.0,1144
818061,4.0,329
1977959,3.0,4339
800924,4.0,3226
1827937,4.0,148
1625122,4.0,3310
2169489,3.0,4135
465717,3.0,269
282427,4.0,758
2254991,4.0,3446
640323,4.0,3106
128348,3.0,2780
1166912,3.0,1716
2460347,1.0,3147
1631999,5.0,1174
1483664,4.0,2780
205023,5.0,393
1282217,1.0,2903
13227,1.0,2174
2102030,4.0,1172
2463759,4.0,723
1287892,3.0,3526
381346,3.0,4496
390912,5.0,4299
546017,4.0,2603
1631999,4.0,3371
2238060,5.0,550
1020195,4.0,2590
601317,5.0,1174
1484055,3.0,607
474700,4.0,2890
2569684,4.0,4225
1430108,3.0,4386
2457095,2.0,2960
1302968,2.0,2577
467910,5.0,3728
1903324,1.0,584
2467065,5.0,4266
2102030,2.0,749
2302374,3.0,550
1436668,3.0,2009
47411,2.0,3544
1523029,4.0,3893
1887657,3.0,723
620741,3.0,2500
2606799,5.0,3079
2119007,4.0,1138
2311775,4.0,241
2592256,3.0,692
1798758,4.0,2874
2137441,5.0,2660
1673185,3.0,3145
1656130,3.0,3917
734347,4.0,256
829101,5.0,241
1101271,4.0,4315
2502462,2.0,4060
886841,3.0,2782
1020195,4.0,3925
2479320,1.0,2337
525356,1.0,1918
2198123,3.0,4124
2205594,2.0,312
2524669,4.0,486
1486501,5.0,1856
1096082,4.0,2167
2070937,4.0,3151
842458,1.0,4171
258046,4.0,2890
889491,2.0,2009
1446909,4.0,3347
512303,5.0,4149
1200461,2.0,516
2438449,5.0,3274
635056,1.0,2152
2297136,1.0,1039
665876,3.0,290
1400154,3.0,1466
1483664,4.0,3198
2127108,4.0,2000
2604976,3.0,1307
498214,3.0,1939
2047013,5.0,3098
974823,4.0,1969
2597040,3.0,1853
381346,2.0,607
2299517,5.0,4214
554587,2.0,671
2195910,4.0,197
21823,3.0,3165
1851867,4.0,1661
1173570,3.0,1832
2299517,4.0,30
1045879,2.0,3583
2297136,2.0,1571
581616,3.0,907
1299887,5.0,1865
1718526,2.0,2163
1788009,2.0,1582
1023176,4.0,2057
1979447,4.0,759
1984315,3.0,2574
635758,4.0,788
743633,3.0,4109
2375687,5.0,1145
2017112,4.0,1877
1176322,4.0,3058
2119555,5.0,2136
102028,5.0,2405
1257336,1.0,2734
2026928,4.0,1837
454878,4.0,4432
2612083,3.0,2395
1520710,2.0,4060
2327743,4.0,1902
1114324,3.0,3017
818025,5.0,3938
766064,4.0,2172
1933317,5.0,3551
1838526,4.0,3715
2073563,2.0,289
1750386,4.0,225
496631,3.0,1110
2207643,4.0,4364
484675,2.0,4055
49890,5.0,4427
1262751,4.0,3333
1300759,2.0,3573
2541385,5.0,2172
1032407,5.0,3138
2086265,4.0,2690
511899,3.0,2394
133670,4.0,1816
847313,3.0,3993
1928964,2.0,4056
1832073,4.0,1901
2320697,3.0,4402
1423063,2.0,3174
1711505,3.0,1561
1750785,3.0,2804
2018894,5.0,2095
80683,1.0,78
2490731,5.0,2731
1419103,4.0,817
1527676,1.0,2256
303948,5.0,152
305344,4.0,1469
2378393,4.0,2252
935060,2.0,2612
689758,4.0,4306
1852040,2.0,1637
1257454,1.0,3433
2315130,5.0,312
2345215,1.0,4283
1463088,3.0,442
1319658,4.0,2000
2631815,5.0,2813
332300,2.0,1843
2534061,3.0,2186
2487603,3.0,2699
1945809,3.0,2465
800924,5.0,2012
1432044,4.0,1292
2457240,5.0,4219
2420478,4.0,4227
485601,2.0,3657
1632290,4.0,2256
2325954,3.0,1307
2282041,5.0,3046
194528,3.0,1110
1452675,4.0,1425
340479,5.0,3274
1559022,4.0,1866
306569,4.0,3725
461110,3.0,985
1851867,3.0,1148
633570,3.0,2828
780768,5.0,4098
1565175,3.0,4472
1257698,3.0,1245
326512,4.0,1700
1452675,3.0,1939
1640132,4.0,3535
842458,4.0,4472
57633,4.0,166
2439493,1.0,2130
669122,5.0,216
2160087,4.0,4432
2457240,4.0,1925
2152465,5.0,2505
1452675,3.0,2554
1432044,3.0,4384
954742,4.0,720
1155404,2.0,2690
2111672,4.0,2771
396140,4.0,3716
1134379,2.0,486
900096,4.0,3648
1892684,4.0,4315
1814516,4.0,672
1765047,5.0,3371
2118461,5.0,3150
736578,2.0,759
922812,5.0,2775
1640334,5.0,760
1090296,4.0,621
2102030,5.0,1466
2014038,4.0,3427
2520506,3.0,819
138835,2.0,3958
319058,3.0,4432
2592256,3.0,2992
1846827,3.0,468
893014,4.0,4098
1400154,5.0,1969
1035650,3.0,4488
1187678,4.0,433
1257454,2.0,4479
396140,2.0,3541
1023176,4.0,3253
1291455,1.0,2112
2127108,4.0,2795
282390,3.0,550
1521272,5.0,3147
1166912,3.0,1754
779811,2.0,3368
1073300,5.0,457
1509395,5.0,1754
1650580,4.0,3684
251613,4.0,1001
1280119,3.0,720
1978089,4.0,3796
1798758,4.0,535
2264326,5.0,2015
382186,2.0,295
275338,5.0,3938
2233293,5.0,3106
30245,3.0,2798
2333850,4.0,3350
452667,3.0,2319
1282217,4.0,1291
1421913,2.0,3798
1529376,3.0,3254
1750386,3.0,1466
682739,2.0,1955
908205,2.0,3168
946380,3.0,2186
1302968,5.0,175
1703879,3.0,3306
2040946,4.0,457
1319737,3.0,3414
2250261,4.0,111
2327743,3.0,3670
1073300,3.0,3650
1433573,3.0,442
1033930,5.0,1262
786982,4.0,2866
877394,3.0,4488
1966369,3.0,3936
1640334,5.0,1220
2420478,4.0,4302
16029,3.0,2391
100324,2.0,3106
1784150,2.0,2192
2336531,4.0,357
43530,3.0,4089
227060,4.0,2188
2360158,5.0,2874
868406,5.0,313
2049734,3.0,2314
1954411,3.0,4219
2143500,2.0,2192
914508,5.0,1145
2345215,3.0,329
2112089,3.0,1744
1872980,2.0,2266
1827859,5.0,2965
1433573,3.0,2314
1486501,5.0,191
1371451,3.0,1837
1342224,4.0,1255
2491569,5.0,3355
267163,3.0,3624
1073300,4.0,3900
2485642,5.0,2122
39242,3.0,3148
1197233,1.0,4360
390912,5.0,575
1229628,1.0,819
775020,3.0,2130
1282217,3.0,963
2383871,2.0,1585
892694,3.0,2395
768176,4.0,1770
2012897,1.0,1814
830370,4.0,2577
1119113,4.0,2040
1313129,4.0,2443
2250261,1.0,1816
1935793,1.0,4054
2519865,5.0,361
1061195,5.0,30
946380,2.0,1046
1300759,4.0,3715
2152465,4.0,1012
684531,3.0,2072
1710658,3.0,4420
1399335,4.0,44
471654,4.0,2848
1352747,3.0,3368
1984315,3.0,831
1412189,3.0,3420
1023176,3.0,4210
1945809,4.0,2862
1612901,2.0,299
2111014,4.0,143
2226510,3.0,896
825353,5.0,3742
1110906,5.0,2122
874732,5.0,3128
1103080,5.0,359
361886,4.0,528
2457095,3.0,3224
829101,5.0,3420
2127108,3.0,3220
1446909,3.0,2735
116858,3.0,964
2061495,4.0,2462
277726,2.0,3942
591288,3.0,4171
2537543,2.0,4298
1287892,2.0,1693
1559022,4.0,283
1928964,1.0,1132
1800459,5.0,2372
1501943,2.0,4127
1001928,4.0,2554
2282041,4.0,2755
1055699,3.0,720
889491,3.0,1011
1112610,4.0,1267
2598647,1.0,4493
1257454,2.0,763
1685548,3.0,2037
647691,5.0,1832
633570,3.0,4266
1777406,4.0,4159
1431356,4.0,571
43530,2.0,2153
507603,1.0,283
2619372,3.0,187
1073300,4.0,2743
2534367,2.0,2200
2250261,2.0,299
2244849,3.0,2595
318920,3.0,3077
816504,3.0,2395
1349185,5.0,331
337793,4.0,575
305344,3.0,1862
455024,3.0,2660
2315130,5.0,4330
847313,4.0,3880
1400327,3.0,1200
326121,1.0,189
2225817,3.0,1703
1410683,3.0,2783
2636538,3.0,197
384188,2.0,3814
1198556,4.0,165
1176322,4.0,256
2061495,2.0,416
1662098,5.0,3648
1314869,4.0,686
2520506,3.0,1558
818416,4.0,3320
1110156,1.0,1771
1155404,3.0,1918
1256482,3.0,223
2260540,2.0,1633
863227,2.0,2342
1220170,3.0,993
256465,4.0,3350
1731009,3.0,3817
491531,2.0,3638
1463088,3.0,2352
1002509,1.0,3900
732363,2.0,1175
828349,4.0,3825
726543,3.0,4064
2319377,2.0,2699
1714116,3.0,758
1880751,4.0,550
941431,1.0,3192
1110156,4.0,501
327366,2.0,2186
591288,3.0,4386
1604404,3.0,3342
49890,5.0,2104
1702270,3.0,4369
74441,3.0,3538
908540,3.0,2430
2169283,3.0,3826
2043784,4.0,3612
581199,2.0,353
1763740,2.0,886
2388935,4.0,445
574834,4.0,1221
1432044,2.0,270
2265729,4.0,2992
2511278,3.0,3816
411290,3.0,118
804602,3.0,2495
2143500,3.0,2505
524142,3.0,2140
234252,2.0,3385
36104,3.0,3418
400440,3.0,3936
116252,3.0,406
45837,3.0,2690
1032407,5.0,1428
581199,2.0,1646
726543,3.0,4123
2463759,3.0,953
1425656,5.0,2862
394895,4.0,225
100324,2.0,3151
780768,5.0,3017
2270619,5.0,4289
2360906,2.0,3496
2319377,3.0,108
911828,3.0,3274
2198123,3.0,3650
574834,4.0,1428
1556831,1.0,4345
829575,1.0,4157
342510,3.0,723
2049734,4.0,831
1852040,2.0,2500
2045846,5.0,2782
2475820,4.0,2680
1011627,5.0,831
1932594,3.0,111
117112,3.0,4488
2596426,4.0,1799
74427,3.0,3265
2244589,3.0,2112
267163,2.0,4293
2127108,4.0,1861
2597040,5.0,3102
2045846,3.0,4479
935060,3.0,3814
1028463,1.0,4364
285174,5.0,3962
2365581,2.0,2394
519965,4.0,4135
1323985,5.0,3342
1147370,2.0,2499
1737149,4.0,550
1313129,1.0,28
1604404,2.0,3434
2640550,2.0,1977
16272,4.0,348
1323985,5.0,3817
318920,4.0,1974
2602249,2.0,4310
199257,3.0,2212
1299355,3.0,3043
1519073,5.0,1174
1795069,4.0,3814
79380,1.0,1660
2526662,2.0,2209
333843,2.0,2800
2288845,4.0,329
2577882,3.0,4109
1788009,1.0,4109
2080549,5.0,1104
798296,1.0,2932
239518,4.0,985
1042795,5.0,2456
2023084,5.0,457
2085613,4.0,2890
2485642,5.0,3128
128611,3.0,3232
282887,4.0,1615
399971,4.0,3605
958687,4.0,692
1698900,4.0,4384
1520710,5.0,2986
838366,3.0,189
2136927,4.0,1642
1979820,4.0,1367
1061195,5.0,3880
2588416,3.0,3812
1919770,5.0,3290
830370,4.0,4089
2056022,5.0,2372
2374464,4.0,3106
608234,5.0,1173
2305305,3.0,4089
798296,1.0,3165
1755612,4.0,4159
2388205,4.0,2755
2169264,4.0,4149
1979447,4.0,2862
454878,3.0,3165
1953066,4.0,1743
1461435,3.0,2524
432259,4.0,2916
442813,4.0,3740
2475538,3.0,3071
230211,5.0,3935
151004,4.0,3309
1607747,3.0,1866
2593347,3.0,3610
1473980,5.0,273
2497731,3.0,416
1028463,3.0,3573
36104,5.0,4306
349331,4.0,3715
1769985,3.0,3812
1116065,5.0,2981
1294425,5.0,1902
2479320,5.0,2102
1922670,4.0,3198
581616,1.0,330
2635943,5.0,3239
2495584,5.0,2395
912661,4.0,2171
1711505,4.0,3615
1827859,3.0,4166
2552767,4.0,1104
2485642,4.0,2470
1173570,3.0,2847
1042795,4.0,4418
387633,3.0,1027
1327727,4.0,3433
1681193,5.0,1020
825779,4.0,1518
2111672,4.0,989
833276,3.0,4364
1859573,2.0,3840
1229628,4.0,2548
491531,3.0,3605
2243703,4.0,2192
1279360,2.0,2029
17864,2.0,819
2299517,4.0,2689
1457892,3.0,2163
665996,3.0,533
507094,4.0,1744
2333850,4.0,4249
1582952,1.0,3256
2588510,5.0,937
754161,5.0,4100
2079894,4.0,1043
838366,3.0,3680
2255880,3.0,2992
1055699,3.0,2755
39242,3.0,483
826871,4.0,1905
2466528,2.0,705
1952121,3.0,443
391521,5.0,1799
2226510,3.0,1092
1764923,3.0,2177
2457095,2.0,4269
1061195,5.0,2865
2255880,2.0,1939
1116290,3.0,1843
98586,4.0,443
2596426,4.0,3371
327577,3.0,1324
2080549,2.0,1310
1870555,4.0,3624
381346,2.0,1843
1612901,3.0,3364
400440,3.0,1700
1902838,1.0,401
1664010,5.0,2180
2355940,3.0,1756
546017,4.0,4159
620741,3.0,3812
1353162,3.0,4380
1342224,3.0,2342
2143870,3.0,108
1057513,3.0,4413
315894,4.0,2360
1032407,5.0,985
2143500,2.0,1172
635758,2.0,3420
289162,4.0,696
1769638,2.0,3713
1740380,4.0,2734
1695799,2.0,1792
1759205,4.0,2462
1262887,4.0,1367
976668,1.0,4256
1418477,4.0,2743
2115145,3.0,4248
2169283,4.0,3798
831272,2.0,4248
2588416,5.0,829
465717,2.0,1558
716173,3.0,2465
1707476,4.0,4306
941431,5.0,3701
951798,4.0,2660
2390609,5.0,832
953604,4.0,2319
1567202,1.0,1293
719725,5.0,3730
460446,3.0,2457
1183174,3.0,2452
1698900,4.0,3958
2185614,2.0,4055
2449356,5.0,4293
1730369,5.0,4115
1477153,3.0,798
2118461,3.0,3858
2302374,5.0,1324
2437983,4.0,692
2457095,1.0,1292
2619372,5.0,1220
1139570,3.0,1384
1282217,3.0,2199
275338,3.0,187
2504544,3.0,3371
286684,4.0,1757
1986034,4.0,2862
2441772,1.0,1307
1978576,5.0,2015
1919770,4.0,2095
1349185,1.0,1027
2636538,3.0,357
1156852,3.0,1488
1299355,4.0,4109
1883703,4.0,4345
2327743,3.0,2916
117112,2.0,3736
1432044,4.0,2518
716173,5.0,2674
2238060,3.0,1666
1314869,3.0,532
1746668,3.0,3466
595778,2.0,1638
2583311,4.0,3725
874293,4.0,789
1299887,4.0,3342
1660348,3.0,3510
726543,5.0,2252
1702270,4.0,723
1966153,3.0,1971
394895,3.0,1293
390912,5.0,4485
2238060,5.0,1832
1750785,4.0,3657
1065445,4.0,1803
520704,3.0,3638
2004175,4.0,3872
2238060,4.0,3427
429876,5.0,3371
2439493,1.0,1861
371123,4.0,4080
1001928,2.0,3826
1309838,5.0,1833
2318762,4.0,1962
96013,3.0,189
2043149,4.0,1733
1200461,5.0,4141
498214,2.0,2783
1039760,4.0,2379
1584985,5.0,2284
11043,4.0,1832
2635943,5.0,148
775020,3.0,3972
2374726,4.0,1901
474700,2.0,1832
922551,1.0,2866
2550506,3.0,4262
322009,4.0,3228
734347,4.0,937
1846827,3.0,3830
2071210,3.0,3225
133670,4.0,2314
2622042,4.0,4302
1416204,4.0,1172
221882,5.0,2782
1119113,3.0,2287
2204961,4.0,2465
2179353,3.0,2532
2025153,3.0,3626
157667,2.0,3253
2360906,3.0,3093
1240130,4.0,2342
2534367,1.0,1971
2534367,3.0,1819
2437427,2.0,3825
2457095,2.0,2435
2416180,4.0,1102
1657258,3.0,3333
1055699,1.0,2554
1569593,2.0,4418
461110,5.0,1428
199257,3.0,2783
1147370,5.0,2660
669122,5.0,1650
2030201,3.0,457
1562707,3.0,393
1443200,4.0,2252
729150,5.0,3870
2202042,4.0,2782
1262753,2.0,1571
390912,5.0,3782
825819,4.0,482
1840502,5.0,329
1672832,2.0,3579
701443,1.0,3496
639194,3.0,2153
2325954,4.0,708
238740,3.0,1716
2627366,4.0,4356
733746,3.0,3085
789014,2.0,1046
2602249,3.0,285
2373330,4.0,270
1287892,3.0,3058
371123,4.0,4339
1115451,3.0,3563
2445368,3.0,2913
332558,4.0,3275
1872980,3.0,433
2375687,3.0,1180
1011627,5.0,2866
1832073,3.0,962
387418,4.0,3505
647691,4.0,3840
2583311,4.0,535
1197233,1.0,1145
1134379,3.0,1633
429260,2.0,708
286684,2.0,1066
2204961,3.0,4341
1988633,1.0,3113
992021,3.0,1208
70893,4.0,2095
2606799,2.0,68
1319737,2.0,1470
789969,4.0,1856
992021,5.0,2913
512303,3.0,2136
1319658,5.0,4432
665996,5.0,3285
501420,2.0,1011
851702,4.0,734
2056022,2.0,2989
665996,3.0,1754
1194911,1.0,3295
1695799,3.0,3427
1256482,3.0,2209
384188,3.0,2590
1880751,4.0,3796
70893,4.0,2803
665996,3.0,1525
205023,5.0,262
1420020,3.0,1110
1835357,5.0,3466
1298511,4.0,3333
1238184,1.0,2828
2089599,3.0,273
238740,4.0,550
1020214,3.0,1102
1978089,3.0,1648
555509,2.0,2574
78573,1.0,401
128611,3.0,2172
818416,2.0,1971
1979820,2.0,1170
2310889,4.0,4302
1096430,3.0,1012
829101,3.0,1709
2318762,4.0,3730
894232,4.0,1627
1564058,4.0,1660
2388935,4.0,1518
507094,5.0,2371
900096,3.0,4007
343719,2.0,1289
941431,3.0,507
768176,5.0,2372
518137,4.0,3650
1538355,4.0,1314
1695799,4.0,3168
332300,1.0,2482
716173,4.0,2015
1681193,5.0,3538
2018894,3.0,3756
1639792,1.0,3510
408037,4.0,3617
2602249,3.0,257
1684232,5.0,2172
1509395,5.0,1542
941431,4.0,851
1891149,3.0,3648
1433573,3.0,607
610780,2.0,2122
917160,2.0,999
1280119,3.0,4227
2439493,1.0,3951
525356,2.0,4473
1795069,3.0,312
981800,4.0,3466
2584676,3.0,2139
1436668,3.0,3326
946380,5.0,4306
992021,4.0,28
867311,5.0,2456
277726,4.0,607
2225817,3.0,3198
2365581,4.0,1130
2482502,3.0,609
1932594,2.0,2146
309424,3.0,1428
369646,3.0,1650
886841,3.0,2554
689758,4.0,3368
1604357,3.0,799
342510,3.0,4386
1664010,5.0,1080
2351276,2.0,3320
1702270,5.0,2460
796136,4.0,2755
1784150,3.0,3224
1037245,2.0,1794
45837,4.0,851
1105040,5.0,3290
1707198,2.0,1532
1147370,4.0,2601
2550506,4.0,2128
411290,3.0,4266
138835,1.0,1092
645373,3.0,256
1096082,5.0,1129
466763,2.0,1314
1979820,4.0,561
1692302,4.0,4100
1189269,4.0,2001
638020,3.0,2734
1757328,5.0,3668
2141105,3.0,1650
1612901,3.0,445
2119555,4.0,746
1567202,1.0,2510
183237,4.0,1470
1503647,2.0,2337
1255543,3.0,3782
831272,2.0,2200
2460347,1.0,4370
2040946,3.0,3962
2508234,2.0,2577
2319377,4.0,3864
2457095,3.0,1983
1612901,3.0,2880
2416180,4.0,3860
1617216,4.0,607
1663694,3.0,2057
1473980,5.0,1819
2555614,5.0,596
981800,1.0,3942
1710658,4.0,3872
2449356,3.0,2047
733746,3.0,110
1042795,3.0,563
41908,4.0,658
30245,3.0,1578
492058,3.0,2733
1441086,2.0,751
1545709,2.0,2314
117112,3.0,3106
2490731,5.0,1428
230211,3.0,4089
1764736,3.0,1060
2169264,5.0,1267
1279360,4.0,1370
2606799,5.0,3422
912661,3.0,216
2118885,5.0,2913
1394516,3.0,457
227060,2.0,2897
1952121,5.0,1314
2409746,4.0,3324
1314869,4.0,67
4597,5.0,1770
716874,4.0,3423
789969,2.0,2200
2524669,4.0,442
2463759,2.0,4157
1878798,1.0,3434
1710658,2.0,980
2228502,5.0,2152
2337855,5.0,4393
158197,4.0,1428
837133,5.0,1801
471654,4.0,2554
2597040,4.0,798
908205,2.0,1258
2606799,4.0,285
825819,4.0,1035
2491569,4.0,3371
968184,3.0,4289
505109,4.0,4262
1942793,3.0,1035
608234,5.0,3923
818025,5.0,1717
1194911,1.0,313
1400327,3.0,2622
1340358,5.0,2900
306569,4.0,686
2080549,5.0,818
1394516,4.0,3489
900096,3.0,3715
2588510,3.0,2527
701443,4.0,3730
2508234,3.0,4364
1759205,3.0,843
829101,4.0,554
2102030,5.0,3418
1789450,3.0,2533
2043784,3.0,942
922551,3.0,1803
1827937,4.0,3427
1532433,3.0,720
1750386,3.0,2577
1400327,3.0,46
2238060,2.0,4069
1244123,2.0,2331
1002509,1.0,3256
873713,1.0,2283
2057604,5.0,3684
200427,3.0,4157
2463441,4.0,1637
306569,5.0,3128
455024,3.0,1637
303948,5.0,2340
1945809,4.0,3962
2118461,4.0,2111
520704,3.0,492
1282217,1.0,2693
202678,5.0,788
1632290,4.0,2698
2325954,3.0,3427
387418,2.0,4461
2061394,5.0,3212
2519865,5.0,406
2169283,3.0,4402
1935793,3.0,2152
1309838,5.0,175
2336531,5.0,1743
1078333,3.0,1174
1887657,3.0,2140
1898907,4.0,4166
1898907,5.0,2992
501420,4.0,2395
503235,4.0,1692
1241395,3.0,1406
2339135,3.0,269
11043,5.0,4302
892694,4.0,2554
1936110,2.0,1399
1529376,3.0,2838
636262,4.0,3730
796136,5.0,1267
491531,3.0,1381
1672832,3.0,3433
536414,4.0,2395
951682,5.0,2228
1114324,4.0,1256
1835511,3.0,1210
1167477,2.0,3013
818061,5.0,1357
589682,4.0,4262
198655,3.0,2192
2606799,5.0,2111
511847,2.0,4030
2553056,4.0,940
729150,2.0,705
2520506,3.0,433
370222,4.0,1102
2237185,4.0,952
2439493,5.0,1814
390912,5.0,3090
1057513,4.0,2712
1280119,5.0,2640
798296,1.0,4237
2475820,3.0,3151
303948,4.0,1521
2537543,3.0,2520
1923732,4.0,3192
1710658,3.0,585
1147738,4.0,2782
2047013,5.0,1144
147386,3.0,3976
1698718,3.0,2580
2233782,3.0,1666
343719,4.0,3611
1353162,2.0,962
1778599,3.0,4389
49890,5.0,2953
1711505,3.0,3740
574834,3.0,4356
946380,3.0,3825
2152838,4.0,3309
768876,5.0,596
326512,4.0,181
1040741,3.0,4067
1371451,4.0,3466
138835,2.0,3371
2541385,5.0,3364
2465236,1.0,3905
780768,4.0,2051
1731009,3.0,1646
1800701,3.0,3253
729150,4.0,658
736578,3.0,2612
2596426,3.0,3563
2282041,4.0,295
974823,2.0,1050
2229666,5.0,393
1314869,2.0,2015
282390,5.0,1425
1698900,3.0,3343
2528026,5.0,2922
2140471,4.0,3648
1298511,2.0,44
520704,5.0,1364
364749,4.0,3223
1253619,2.0,731
1436668,4.0,2389
1155404,3.0,2371
2162641,3.0,1983
635056,4.0,152
333843,5.0,1642
2066932,4.0,550
1177340,4.0,3605
2355940,3.0,2104
2508234,4.0,2360
1353162,3.0,746
1147738,4.0,2430
842458,3.0,3730
1521272,4.0,3385
2378393,4.0,1646
107840,3.0,1578
1737149,5.0,77
1382872,4.0,3782
2157060,3.0,3672
400440,4.0,2972
2577882,2.0,3326
2485642,4.0,3835
